"co_procedimento";"co_servico"
"0403050065";"105"
"0403050065";"132"
"0403050073";"105"
"0403050073";"105"
"0403050073";"105"
"0403050073";"105"
"0403050073";"105"
"0403050073";"132"
"0403050090";"105"
"0403050090";"105"
"0403050090";"105"
"0403050090";"105"
"0403050090";"105"
"0403050090";"132"
"0403050103";"105"
"0403050103";"105"
"0403050103";"105"
"0403050103";"105"
"0403050103";"105"
"0403050103";"132"
"0403050154";"105"
"0403050154";"105"
"0403050154";"105"
"0403050154";"105"
"0403050154";"105"
"0403050154";"132"
"0403050162";"105"
"0403050162";"105"
"0403050162";"105"
"0403050162";"105"
"0403050162";"105"
"0403050162";"132"
"0403060010";"105"
"0403060028";"105"
"0403060036";"105"
"0403060044";"105"
"0403060052";"105"
"0403060060";"105"
"0403060079";"105"
"0403060087";"105"
"0403060095";"105"
"0403070015";"105"
"0403070040";"105"
"0403070058";"105"
"0403070082";"105"
"0403070090";"105"
"0403070104";"105"
"0403070112";"105"
"0403070120";"105"
"0403070139";"105"
"0403070139";"132"
"0403070147";"105"
"0403070155";"105"
"0403070163";"105"
"0403080010";"105"
"0403080029";"105"
"0403080037";"105"
"0403080045";"105"
"0403080053";"105"
"0403080061";"105"
"0403080070";"105"
"0403080088";"105"
"0403080096";"105"
"0403080100";"105"
"0404010563";"153"
"0404010571";"107"
"0404010580";"107"
"0404010598";"107"
"0404010601";"107"
"0404010610";"107"
"0404010628";"107"
"0404010636";"107"
"0404010644";"107"
"0404010652";"107"
"0404020445";"114"
"0404020445";"114"
"0405010010";"131"
"0405010028";"131"
"0405010036";"131"
"0405010044";"131"
"0405010052";"131"
"0405010060";"131"
"0405010079";"131"
"0405010087";"131"
"0405010109";"131"
"0405010117";"131"
"0405010125";"131"
"0405010125";"132"
"0405010125";"132"
"0405010133";"131"
"0405010133";"132"
"0405010133";"132"
"0405010141";"131"
"0405010150";"131"
"0405010168";"131"
"0405010176";"131"
"0405010184";"131"
"0405010192";"131"
"0405010206";"131"
"0405020015";"131"
"0405020023";"131"
"0405030010";"131"
"0405030010";"132"
"0405030010";"132"
"0405030029";"131"
"0405030037";"131"
"0405030045";"131"
"0405030053";"131"
"0405030070";"131"
"0405030096";"131"
"0405030100";"131"
"0405030118";"131"
"0405030126";"131"
"0405030126";"132"
"0405030126";"132"
"0405030134";"131"
"0405030142";"131"
"0405030150";"131"
"0405030169";"131"
"0405030177";"131"
"0405030185";"131"
"0405030193";"131"
"0405030207";"131"
"0405030215";"131"
"0405030223";"131"
"0405030231";"131"
"0405040016";"131"
"0405040024";"131"
"0405040024";"132"
"0405040024";"132"
"0405040040";"131"
"0405040059";"131"
"0405040067";"131"
"0405040067";"132"
"0405040067";"132"
"0405040075";"131"
"0405040075";"132"
"0405040075";"132"
"0405040083";"131"
"0405040083";"132"
"0405040083";"132"
"0405040091";"131"
"0405040091";"132"
"0405040091";"132"
"0405040105";"131"
"0405040130";"131"
"0405040148";"131"
"0405040148";"132"
"0405040148";"132"
"0405040156";"131"
"0405040156";"132"
"0405040156";"132"
"0405040164";"131"
"0405040164";"132"
"0405040164";"132"
"0405040180";"131"
"0405040199";"131"
"0405040202";"131"
"0405040210";"131"
"0405050011";"131"
"0405050020";"131"
"0405050038";"131"
"0405050046";"131"
"0405050054";"131"
"0405050062";"131"
"0405050070";"131"
"0405050089";"131"
"0405050089";"132"
"0405050089";"132"
"0405050097";"131"
"0405050100";"131"
"0405050119";"131"
"0405050127";"131"
"0405050135";"131"
"0405050143";"131"
"0405050151";"131"
"0405050160";"131"
"0405050178";"131"
"0405050186";"131"
"0405050194";"131"
"0405050208";"131"
"0405050208";"132"
"0405050208";"132"
"0405050216";"131"
"0405050224";"131"
"0405050232";"131"
"0405050240";"131"
"0405050259";"131"
"0405050267";"131"
"0405050283";"131"
"0405050291";"131"
"0405050305";"131"
"0405050313";"131"
"0405050321";"131"
"0405050356";"131"
"0405050364";"131"
"0405050372";"131"
"0405050380";"131"
"0405050399";"131"
"0406010013";"116"
"0406010021";"116"
"0406010021";"116"
"0406010048";"116"
"0406010048";"116"
"0406010056";"116"
"0406010056";"116"
"0406010064";"116"
"0406010064";"116"
"0406010072";"116"
"0406010072";"116"
"0406010080";"116"
"0406010080";"116"
"0406010099";"116"
"0406010099";"116"
"0406010137";"116"
"0406010137";"116"
"0406010137";"116"
"0406010153";"116"
"0406010161";"116"
"0406010161";"116"
"0406010170";"116"
"0406010170";"116"
"0406010188";"116"
"0406010188";"116"
"0406010196";"116"
"0406010200";"116"
"0406010200";"116"
"0406010218";"116"
"0406010218";"116"
"0406010226";"116"
"0406010234";"116"
"0406010234";"116"
"0406010242";"116"
"0406010242";"116"
"0406010250";"116"
"0406010269";"116"
"0406010277";"116"
"0406010285";"116"
"0406010293";"116"
"0406010293";"116"
"0406010307";"116"
"0406010307";"116"
"0406010315";"116"
"0406010315";"116"
"0406010323";"116"
"0406010323";"116"
"0406010331";"116"
"0406010340";"116"
"0406010340";"116"
"0406010358";"116"
"0406010358";"116"
"0406010366";"116"
"0406010374";"116"
"0406010382";"116"
"0406010382";"116"
"0406010390";"116"
"0406010390";"116"
"0406010404";"116"
"0406010404";"116"
"0406010420";"116"
"0406010439";"116"
"0406010439";"116"
"0406010447";"116"
"0406010455";"116"
"0406010455";"116"
"0406010463";"116"
"0406010471";"116"
"0406010480";"116"
"0406010480";"116"
"0406010498";"116"
"0406010501";"116"
"0406010501";"116"
"0406010528";"116"
"0406010528";"116"
"0406010536";"116"
"0406010536";"116"
"0406010544";"116"
"0406010544";"116"
"0406010552";"116"
"0406010552";"116"
"0406010560";"116"
"0406010560";"116"
"0406010579";"116"
"0406010579";"116"
"0406010617";"116"
"0406010617";"116"
"0406010722";"116"
"0406011230";"116"
"0406011230";"116"
"0406011249";"116"
"0406011249";"116"
"0406011257";"116"
"0406011257";"116"
"0406011265";"116"
"0406011265";"116"
"0406011273";"116"
"0406011273";"116"
"0406011281";"116"
"0406011281";"116"
"0406011290";"116"
"0406011290";"116"
"0406011303";"116"
"0406011303";"116"
"0406011311";"116"
"0406011311";"116"
"0406011320";"116"
"0406011320";"116"
"0406011338";"116"
"0406011338";"116"
"0406011346";"116"
"0406011346";"116"
"0406011354";"116"
"0406011354";"116"
"0406011362";"116"
"0406011362";"116"
"0406011370";"116"
"0406011370";"116"
"0406011389";"116"
"0406011389";"116"
"0406011397";"116"
"0406011397";"116"
"0406011400";"116"
"0406011400";"116"
"0406011419";"116"
"0406011419";"116"
"0406011427";"116"
"0406011427";"116"
"0406011435";"116"
"0406011435";"116"
"0406011443";"116"
"0406011443";"116"
"0406011451";"116"
"0406011451";"116"
"0406011460";"116"
"0406011460";"116"
"0406011478";"116"
"0406011478";"116"
"0406011486";"116"
"0406011486";"116"
"0406011494";"116"
"0406011494";"116"
"0406011508";"116"
"0406011508";"116"
"0406011516";"116"
"0406011516";"116"
"0407010122";"127"
"0407010173";"127"
"0407010181";"127"
"0407010360";"127"
"0407010378";"127"
"0407030085";"121"
"0407030093";"121"
"0407030107";"121"
"0407030115";"121"
"0407030239";"121"
"0409010189";"169"
"0409050130";"153"
"0409050148";"153"
"0409060291";"153"
"0410010197";"153"
"0410010200";"153"
"0413010015";"117"
"0413010015";"140"
"0413010031";"117"
"0413010040";"117"
"0413010058";"117"
"0413010066";"117"
"0413010066";"140"
"0413010074";"117"
"0413010082";"117"
"0413010082";"140"
"0413010082";"140"
"0413010090";"117"
"0413010090";"140"
"0413010090";"140"
"0413030016";"117"
"0413030024";"117"
"0413030032";"117"
"0413030040";"117"
"0413030040";"117"
"0413030059";"117"
"0413030067";"117"
"0413030075";"117"
"0413030083";"117"
"0413040038";"127"
"0413040054";"127"
"0413040062";"127"
"0413040070";"127"
"0413040089";"127"
"0413040259";"127"
"0415020018";"127"
"0415020050";"132"
"0416010016";"132"
"0416010024";"132"
"0416010032";"132"
"0416010040";"132"
"0416010075";"132"
"0416010091";"132"
"0416010113";"132"
"0416010121";"132"
"0416010130";"132"
"0416010164";"132"
"0416010172";"132"
"0416010180";"132"
"0416010199";"132"
"0416010202";"132"
"0416010210";"132"
"0416010229";"132"
"0416020020";"132"
"0416020151";"132"
"0416020160";"132"
"0416020178";"132"
"0416020186";"132"
"0416020194";"132"
"0416020208";"132"
"0416020216";"132"
"0416020224";"132"
"0416020232";"132"
"0416020240";"132"
"0416020259";"132"
"0416030017";"132"
"0416030025";"132"
"0416030033";"132"
"0416030041";"132"
"0416030068";"132"
"0416030076";"132"
"0416030084";"132"
"0416030092";"132"
"0416030149";"132"
"0416030157";"132"
"0416030165";"132"
"0416030173";"132"
"0416030181";"132"
"0416030190";"132"
"0416030203";"132"
"0416030211";"132"
"0416030220";"132"
"0416030238";"132"
"0416030246";"132"
"0416030254";"132"
"0416030262";"132"
"0416030270";"132"
"0416030289";"132"
"0416030297";"132"
"0416030300";"132"
"0416030319";"132"
"0416030327";"132"
"0416030335";"132"
"0416030343";"132"
"0416030351";"132"
"0416030360";"132"
"0416040012";"132"
"0416040020";"132"
"0416040039";"132"
"0416040047";"132"
"0416040055";"132"
"0416040071";"132"
"0416040101";"132"
"0416040110";"132"
"0416040128";"132"
"0416040144";"132"
"0416040179";"132"
"0416040187";"132"
"0416040195";"132"
"0416040209";"132"
"0416040217";"132"
"0416040225";"132"
"0416040233";"132"
"0416040241";"132"
"0416040250";"132"
"0416040268";"132"
"0416040276";"132"
"0416040284";"132"
"0416050018";"132"
"0416050026";"132"
"0416050034";"132"
"0416050050";"132"
"0416050077";"132"
"0416050093";"132"
"0416050107";"132"
"0416050115";"132"
"0416060013";"132"
"0416060021";"132"
"0416060030";"132"
"0416060056";"132"
"0416060064";"132"
"0416060080";"132"
"0416060099";"132"
"0416060102";"132"
"0416060110";"132"
"0416060129";"132"
"0416080014";"132"
"0416080030";"132"
"0416080081";"132"
"0416080090";"132"
"0416080111";"132"
"0416080120";"132"
"0416090010";"132"
"0416090028";"132"
"0416090036";"132"
"0416090079";"132"
"0416090109";"132"
"0416090117";"132"
"0416090125";"132"
"0416090133";"132"
"0416110010";"132"
"0416110029";"132"
"0416110037";"132"
"0416110045";"132"
"0416110053";"132"
"0416110061";"132"
"0416110070";"132"
"0416110088";"132"
"0416120024";"132"
"0416120032";"132"
"0416120040";"132"
"0416120059";"132"
"0418010013";"150"
"0418010021";"150"
"0418010030";"150"
"0418010048";"130"
"0418010064";"130"
"0418010080";"130"
"0418010099";"130"
"0418020019";"130"
"0418020027";"130"
"0418020035";"130"
"0501010017";"128"
"0501060014";"121"
"0501060014";"121"
"0501060014";"149"
"0501060022";"149"
"0501060022";"151"
"0501060022";"151"
"0501060030";"121"
"0501060030";"121"
"0501060030";"149"
"0501060049";"122"
"0501060049";"122"
"0501060049";"149"
"0501060057";"121"
"0501060057";"121"
"0501060057";"121"
"0501060057";"121"
"0501060057";"122"
"0501060057";"122"
"0501060057";"149"
"0501060057";"151"
"0501060057";"151"
"0501070028";"145"
"0501070036";"145"
"0501080031";"145"
"0501080104";"145"
"0502010010";"149"
"0502010029";"149"
"0503010014";"149"
"0503010022";"149"
"0503030015";"149"
"0503030023";"149"
"0503030031";"149"
"0503030040";"149"
"0503030058";"149"
"0503030058";"149"
"0503030066";"149"
"0503030074";"149"
"0503030082";"149"
"0503030090";"149"
"0503030104";"149"
"0503040010";"149"
"0503040029";"149"
"0503040037";"149"
"0503040045";"149"
"0503040053";"149"
"0503040061";"149"
"0503040088";"149"
"0504020013";"154"
"0504020021";"154"
"0504020030";"154"
"0504020048";"154"
"0504020056";"154"
"0504030027";"154"
"0506010023";"149"
"0506010058";"149"
"0603010016";"125"
"0603020011";"125"
"0603020020";"125"
"0603020038";"125"
"0603020046";"125"
"0603020054";"125"
"0603020062";"125"
"0603020070";"125"
"0603020089";"125"
"0603020097";"125"
"0603020100";"125"
"0603030017";"125"
"0603030025";"125"
"0603030033";"125"
"0603030041";"125"
"0603040012";"125"
"0603050018";"125"
"0603050026";"125"
"0603050034";"125"
"0603050042";"125"
"0603050050";"125"
"0603050069";"125"
"0603050077";"125"
"0603050085";"125"
"0603050093";"125"
"0603050107";"125"
"0603050115";"103"
"0603050115";"103"
"0603050115";"103"
"0603050123";"103"
"0603050123";"103"
"0603050123";"103"
"0603060013";"125"
"0603070019";"125"
"0603070027";"125"
"0603070035";"125"
"0603070043";"125"
"0603070051";"125"
"0603080014";"125"
"0603080022";"125"
"0603080030";"125"
"0603080049";"125"
"0603080057";"125"
"0603080065";"125"
"0603080073";"125"
"0603080081";"125"
"0603080090";"125"
"0603080103";"125"
"0603080111";"125"
"0603080120";"125"
"0603080138";"125"
"0603080146";"125"
"0603080154";"125"
"0603080162";"125"
"0603080170";"125"
"0603080189";"125"
"0603080197";"125"
"0603080200";"125"
"0603080219";"125"
"0603080227";"125"
"0603080278";"125"
"0603080286";"125"
"0603080294";"125"
"0604010010";"125"
"0604010028";"125"
"0604010036";"125"
"0604010044";"125"
"0604010052";"125"
"0604010060";"125"
"0604010079";"125"
"0604010087";"125"
"0604010095";"125"
"0604020015";"125"
"0604020023";"125"
"0604020031";"125"
"0604020040";"125"
"0604020058";"125"
"0604030010";"125"
"0604030037";"125"
"0604030045";"125"
"0604030053";"125"
"0604030061";"125"
"0604040016";"125"
"0604040024";"125"
"0604040032";"125"
"0604040040";"125"
"0604040059";"125"
"0604040067";"125"
"0604040075";"125"
"0604040091";"125"
"0604050011";"125"
"0604050020";"125"
"0604050038";"125"
"0604050046";"125"
"0604050054";"125"
"0604050062";"125"
"0604050070";"125"
"0604050089";"125"
"0604050097";"125"
"0604050100";"125"
"0604050119";"125"
"0604060017";"125"
"0604060025";"125"
"0604070012";"125"
"0604080018";"125"
"0604080026";"125"
"0604090013";"125"
"0604100019";"125"
"0604110014";"125"
"0604110022";"125"
"0604110030";"125"
"0604110049";"125"
"0604110057";"125"
"0604110065";"125"
"0604120010";"125"
"0604130015";"125"
"0604130023";"125"
"0604130031";"125"
"0604130040";"125"
"0604130058";"125"
"0604130066";"125"
"0604130074";"125"
"0604130082";"125"
"0604130090";"125"
"0604130104";"125"
"0604130112";"125"
"0604130120";"125"
"0604130139";"125"
"0604140029";"125"
"0604140037";"125"
"0604150016";"125"
"0604150024";"125"
"0604160011";"125"
"0604160020";"125"
"0604160046";"125"
"0604160054";"125"
"0604170017";"125"
"0604170025";"125"
"0604170033";"125"
"0604170041";"125"
"0604170050";"125"
"0604180012";"125"
"0604180020";"125"
"0604190018";"125"
"0604200013";"125"
"0604210019";"125"
"0604210027";"125"
"0604220014";"125"
"0604230010";"125"
"0604230028";"125"
"0604230036";"125"
"0604230044";"125"
"0604230052";"125"
"0604230060";"125"
"0604230079";"125"
"0604230087";"125"
"0604240015";"125"
"0604240023";"125"
"0604240031";"125"
"0604240040";"125"
"0604240058";"125"
"0604240066";"125"
"0604240074";"125"
"0604250010";"125"
"0604260016";"125"
"0604270011";"125"
"0604270020";"125"
"0604270038";"125"
"0604270046";"125"
"0604270054";"125"
"0604270062";"125"
"0604270070";"125"
"0604270089";"125"
"0604270097";"125"
"0604270100";"125"
"0604270119";"125"
"0604280068";"125"
"0604280076";"125"
"0604280084";"125"
"0604280092";"125"
"0604280106";"125"
"0604290012";"125"
"0604290020";"125"
"0604290039";"125"
"0604290047";"125"
"0604290063";"125"
"0604290071";"125"
"0604290080";"125"
"0604300018";"125"
"0604300026";"125"
"0604300034";"125"
"0604310013";"125"
"0604310021";"125"
"0604310030";"125"
"0604310048";"125"
"0604310056";"125"
"0604310064";"125"
"0604320019";"125"
"0604320027";"125"
"0604320035";"125"
"0604320043";"125"
"0604320051";"125"
"0604320060";"125"
"0604320078";"125"
"0604320086";"125"
"0604320094";"125"
"0604320116";"125"
"0604320124";"125"
"0604320132";"125"
"0604320140";"125"
"0604320159";"125"
"0604330014";"125"
"0604330022";"125"
"0604340010";"125"
"0604340028";"125"
"0604340036";"125"
"0604340044";"125"
"0604340052";"125"
"0604340060";"125"
"0604340079";"125"
"0604350015";"125"
"0604350023";"125"
"0604350031";"125"
"0604360010";"125"
"0604360029";"125"
"0604360037";"125"
"0604360045";"125"
"0604360053";"125"
"0604360061";"125"
"0604360070";"125"
"0604360088";"125"
"0604360096";"125"
"0604360100";"125"
"0604360118";"125"
"0604360126";"125"
"0604370016";"125"
"0604370024";"125"
"0604380011";"125"
"0604380020";"125"
"0604380038";"125"
"0604380046";"125"
"0604380054";"125"
"0604380062";"125"
"0604380070";"125"
"0604380089";"125"
"0604390017";"125"
"0604390025";"125"
"0604390033";"125"
"0604390041";"125"
"0604390050";"125"
"0604390068";"125"
"0604390076";"125"
"0604390084";"125"
"0604390092";"125"
"0604390106";"125"
"0604390114";"125"
"0604400012";"125"
"0604410018";"125"
"0604410026";"125"
"0604410034";"125"
"0604420013";"125"
"0604430019";"125"
"0604440014";"125"
"0604450010";"125"
"0604460023";"125"
"0604460031";"125"
"0604460040";"125"
"0604460058";"125"
"0604460066";"125"
"0604470010";"125"
"0604470029";"125"
"0604470037";"125"
"0604470045";"125"
"0604470053";"125"
"0604480016";"125"
"0604490011";"125"
"0604490020";"125"
"0604500017";"125"
"0604500025";"125"
"0604500033";"125"
"0604500041";"125"
"0604500050";"125"
"0604500068";"125"
"0604500076";"125"
"0604500084";"125"
"0604510012";"125"
"0604510020";"125"
"0604510039";"125"
"0604510047";"125"
"0604520018";"125"
"0604530013";"125"
"0604530021";"125"
"0604530030";"125"
"0604540019";"125"
"0604540027";"125"
"0604540035";"125"
"0604540043";"125"
"0604550014";"125"
"0604550022";"125"
"0604560010";"125"
"0604570015";"125"
"0604570023";"125"
"0604570031";"125"
"0604580010";"125"
"0604580029";"125"
"0604590016";"125"
"0604590024";"125"
"0604600011";"125"
"0604600020";"125"
"0604610017";"125"
"0604610025";"125"
"0604620012";"125"
"0604620020";"125"
"0604620039";"125"
"0604620047";"125"
"0604630018";"125"
"0604640030";"125"
"0604650019";"125"
"0604650027";"125"
"0604650035";"125"
"0604660014";"125"
"0604660022";"125"
"0604660030";"125"
"0604670010";"125"
"0604680023";"125"
"0604690010";"125"
"0604690029";"125"
"0604700016";"125"
"0604710011";"125"
"0604710020";"125"
"0604720017";"125"
"0604720025";"125"
"0604730012";"125"
"0604740018";"125"
"0604750013";"125"
"0604750021";"125"
"0604750030";"125"
"0604750048";"125"
"0604760019";"125"
"0604760027";"125"
"0604760035";"125"
"0604760043";"125"
"0604760051";"125"
"0604760060";"125"
"0604760078";"125"
"0604760086";"125"
"0604770030";"125"
"0604780010";"125"
"0701010010";"164"
"0701010029";"164"
"0701010037";"164"
"0701010045";"164"
"0701010053";"164"
"0701010061";"164"
"0701010070";"164"
"0701010088";"164"
"0701010096";"164"
"0701010100";"164"
"0701010118";"164"
"0701010126";"164"
"0701010134";"164"
"0701010142";"164"
"0701010150";"164"
"0701010169";"164"
"0701010177";"164"
"0701010185";"164"
"0701010193";"164"
"0701010207";"164"
"0701010207";"164"
"0701010215";"164"
"0701010215";"164"
"0701010223";"164"
"0701010223";"164"
"0701010231";"164"
"0701010231";"164"
"0701010240";"164"
"0701010240";"164"
"0701010258";"164"
"0701010258";"164"
"0701010266";"164"
"0701010266";"164"
"0701010274";"164"
"0701010274";"164"
"0701010282";"164"
"0701010282";"164"
"0701010290";"164"
"0701010290";"164"
"0701010304";"164"
"0701010304";"164"
"0701010312";"164"
"0701010312";"164"
"0701010320";"164"
"0701010320";"164"
"0701010339";"164"
"0701010339";"164"
"0701020016";"164"
"0701020024";"164"
"0701020032";"164"
"0701020040";"164"
"0701020059";"164"
"0701020067";"164"
"0701020075";"164"
"0701020083";"164"
"0701020091";"164"
"0701020105";"164"
"0701020113";"164"
"0701020121";"164"
"0701020130";"164"
"0701020148";"164"
"0701020156";"164"
"0701020164";"164"
"0701020172";"164"
"0701020180";"164"
"0701020199";"164"
"0701020202";"164"
"0701020210";"164"
"0701020229";"164"
"0701020237";"164"
"0701020245";"164"
"0701020253";"164"
"0701020261";"164"
"0701020270";"164"
"0701020288";"164"
"0701020296";"164"
"0701020300";"164"
"0701020318";"164"
"0701020326";"164"
"0701020334";"164"
"0701020342";"164"
"0701020350";"164"
"0701020369";"164"
"0701020377";"164"
"0701020385";"164"
"0701020393";"164"
"0701020407";"164"
"0701020415";"164"
"0701020423";"164"
"0701020431";"164"
"0701020440";"164"
"0701020458";"164"
"0701020466";"164"
"0701020474";"164"
"0701020482";"164"
"0701020490";"164"
"0701020504";"164"
"0701020512";"164"
"0701020520";"164"
"0701020539";"164"
"0701020547";"164"
"0701020555";"164"
"0701020563";"164"
"0701020571";"164"
"0701020580";"164"
"0701020598";"164"
"0701020601";"164"
"0701020610";"164"
"0701020628";"164"
"0701020636";"164"
"0701020644";"164"
"0701020652";"164"
"0701030011";"164"
"0701030020";"164"
"0701030038";"164"
"0701030046";"164"
"0701030054";"164"
"0701030062";"164"
"0701030070";"164"
"0701030089";"164"
"0701030097";"164"
"0701030100";"164"
"0701030119";"164"
"0701030127";"164"
"0701030135";"164"
"0701030143";"164"
"0701030151";"164"
"0701030160";"164"
"0701030178";"164"
"0701030186";"164"
"0701030194";"164"
"0701030208";"164"
"0701030216";"164"
"0701030224";"164"
"0701030232";"164"
"0701030240";"164"
"0701030259";"164"
"0701030267";"164"
"0701030275";"164"
"0701030283";"164"
"0701030291";"164"
"0701030305";"164"
"0701030321";"164"
"0701030321";"164"
"0701030348";"107"
"0701040017";"164"
"0701040025";"164"
"0701040033";"164"
"0701040041";"164"
"0701040050";"164"
"0701040068";"164"
"0701040092";"164"
"0701040106";"164"
"0701040114";"164"
"0701040122";"164"
"0701040130";"164"
"0701040149";"164"
"0701040157";"164"
"0701050012";"135"
"0701050012";"135"
"0701050020";"135"
"0701050020";"135"
"0701050047";"135"
"0701050047";"135"
"0701060018";"135"
"0701060018";"135"
"0701060026";"135"
"0701060026";"135"
"0701060034";"135"
"0701060034";"135"
"0701060042";"135"
"0701060042";"135"
"0701070013";"123"
"0701070021";"123"
"0701070030";"123"
"0701070048";"123"
"0701070056";"123"
"0701070064";"123"
"0701070072";"123"
"0701070080";"123"
"0701070099";"157"
"0701070102";"157"
"0701070110";"123"
"0701070129";"157"
"0701070137";"157"
"0701070145";"157"
"0701070161";"123"
"0701070161";"123"
"0701070170";"123"
"0701070170";"123"
"0701080027";"123"
"0701080043";"123"
"0701080051";"123"
"0701080060";"123"
"0701080078";"123"
"0701080086";"123"
"0701080094";"123"
"0701080132";"123"
"0701080140";"123"
"0701080159";"123"
"0701080167";"123"
"0701080175";"123"
"0701080183";"123"
"0701080191";"123"
"0701090014";"164"
"0701090022";"164"
"0701090030";"164"
"0701090049";"164"
"0701090057";"164"
"0701090065";"164"
"0701090073";"164"
"0701090081";"164"
"0701090090";"164"
"0701090103";"107"
"0701090111";"107"
"0701090120";"107"
"0701090138";"107"
"0701090146";"107"
"0701090154";"107"
"0701090162";"107"
"0701090170";"107"
"0701090189";"107"
"0701090197";"107"
"0701090200";"107"
"0701090219";"107"
"0701090227";"107"
"0701090235";"107"
"0701100010";"123"
"0701100028";"123"
"0701100036";"123"
"0701100044";"123"
"0701100052";"123"
"0701100060";"123"
"0701100079";"123"
"0701100087";"123"
"0701100095";"123"
"0701100109";"123"
"0702070041";"131"
"0702070050";"131"
"0702090050";"107"
"0702090069";"107"
"0702090085";"107"
"0702090093";"107"
"0702100013";"130"
"0702100021";"130"
"0702100030";"130"
"0702100048";"130"
"0702100056";"130"
"0702100064";"130"
"0702100072";"130"
"0702100080";"130"
"0702100099";"130"
"0702100102";"130"
